,text,Subjectivity,Polarity,Analysis
225,covid19 vaccine sputnik yet complete advanced trials review who however russia started production… httpstcokmadwt4gkj,0.25,0.25,Positive
226,icymi catch the second episode the bharatvaarta weekly where talk about independencedayindia covidvaccine… httpstcohwsu2kkgfm,0.0,0.0,Neutral
227,first russia now china covidvaccine,0.25,0.25,Positive
228,going russia collect the first batch covidvaccine httpstcoj1p9ayfu3l,0.25,0.25,Positive
229,covid19 pandemic infection spreads like wildfire infected people and affected business across sectors tech exe… httpstcoqryi7crjkb,0.0,0.0,Neutral
230,silver bullet may never come come too late staying safe the best action can take doctor and author… httpstcodu9a3ohlar,0.325,0.325,Positive
231,reaction when someone asks when will vaccine come covid19 covidvaccine httpstcoqkkfhlw5il,0.0,0.0,Neutral
232,3rd stage russias covid19 vaccine may begin days covid19 covidvaccine httpstcoontf9uwj3g,0.0,0.0,Neutral
233,rahulgandhi bjp4bihar narendramodi hmoindia chouhanshivraj aaiofficial please read this once please… httpstcohxsdbspw3s,0.0,0.0,Neutral
234,need diligent during phase3 trials are going vaccinate many people even mild moderate… httpstcodtdhcrgmz4,0.41666666666666663,0.41666666666666663,Positive
235,purchased ivermectinfaviflu from pharmacy nearby and the guy gave look bought flavored condom httpstcovnkjbmlwwo,0.0,0.0,Neutral
236,who chief scientist soumya swaminathan has said might take least years develop covid19 vaccine… httpstcocbytftkiya,-0.3,-0.3,Negative
237,covidvaccine have long long way still people mask covid19sa httpstcor7ecwfneid,-0.05,-0.05,Negative
238,boomexplains when can vaccine testing involve human trials anantbhan talks about various stages vaccin… httpstco5px1p2r9kx,0.0,0.0,Neutral
239,nagpuralert persons tested from nagpur city amp district today till and died of… httpstcoiii4w0qeen,0.0,0.0,Neutral
240,indias hunt for covid19 vaccine take look this report poojashali milanreports coronavirus… httpstcovfqwes9kiy,0.0,0.0,Neutral
241,true dont put students and parents risk postpone all exams before any covidvaccine govt need understand httpstcovndwfb9tiq,0.35,0.35,Positive
242,post unlock girls have been more eager for waxing than vaccine covidvaccine,0.5,0.5,Positive
243,india’s first covid19 vaccine called the covaxin has shown convincing results its phase trials which are httpstcodnte0fgzae,0.375,0.375,Positive
244,abu dhabibased g42 healthcare has partnered with wearable technology firm whoop for the whoop4humanity initiativ… httpstcofvxboc3l9r,-0.2,-0.2,Negative
245,russia had boldly gone ahead and brought the worlds first covid19 vaccine russian president vladimirputin ev… httpstco5ud7w83jfy,0.19444444444444442,0.19444444444444442,Positive
246,governorswaraj prediction for covidvaccine rvaidya2000 httpstcobeubdfqgiv,0.0,0.0,Neutral
247,now who did this covidvaccine httpstcoikyg1ibbqj,0.0,0.0,Neutral
248,director the gamaleya center alexander gintsburg said that mass vaccination against covid19 russia will begi… httpstcoduvr0dyvfb,-0.1,-0.1,Negative
249,president rodrigo duterte recently accepted russias offer free vaccine although not completing the 3rd phase httpstcob1v514aras,0.13333333333333333,0.13333333333333333,Positive
250,russia had boldly gone ahead and brought the worlds first covid19 vaccine russian president vladimirputin ev… httpstcoq9lx1xbzk0,0.19444444444444442,0.19444444444444442,Positive
251,where you stand covid19 the risk ladder covid19india covid coronavirusoutbreak coronavirusvaccine… httpstcovvyptamchm,0.0,0.0,Neutral
252,3rd stage russias covid19 vaccine may begin days coronavaccine coronaviruspandemic covidvaccine… httpstcomplgqfqtnj,0.0,0.0,Neutral
253,dmart hadapsar seems have managed invent get access covidvaccine given the way they are giving entry… httpstco64cmbkgakm,0.0,0.0,Neutral
254,heard about that russians have made vaccinenamed sputnik why are not getting the vaccines sputnikv… httpstco3y1g7f2uhx,0.0,0.0,Neutral
255,third stage russias covid vaccine may begin days coronavirusvaccine covidvaccine sputnikv… httpstcoz7ybrqllzs,0.0,0.0,Neutral
256,oott expect huge crudeoil price rise the moment vaccine announced oil demand will back normal within… httpstcoqaqh71xkez,0.18333333333333335,0.18333333333333335,Positive
257,the exponential rate which the patients are being discharges given the inferior infrastructure matter cy… httpstcomjyyz2ddhe,0.0,0.0,Neutral
258,awaiting for the day when whole world would coronafree covidvaccine,0.2,0.2,Positive
259,according the tass news agency several tens thousands people are expected take part this research httpstcorsglbcvbmy,-0.05,-0.05,Negative
260,public attitude towards covid19 now same towards guest who has overstayed covid19india covidvaccine,0.0,0.0,Neutral
261,the third stage the research the worlds first registered vaccine against the novel coronavirus called… httpstcogfympugqsv,0.125,0.125,Positive
262,bad news for covidvaccine believers the new d614g mutation the coronavirus strain will render current… httpstcout41p2qg9y,-0.28181818181818175,-0.28181818181818175,Negative
263,trumpnik trailer eng full video tiktok diplein memoriam eduard anatolyevich jil​ donaldtrump… httpstcojfe8hdhk4n,0.35,0.35,Positive
264,covid19 corona virus what precautions should take httpstcojfktaeexdx covidvaccine covid19 coronavirusupdates,0.0,0.0,Neutral
265,coronavirus vaccine offender china reveals immune reaction enters stage trial covidvaccine… httpstcoq6hb2mnrxm,0.0,0.0,Neutral
266,know more about work click this link httpstcozjusxd6nqf mask sanitizer engagement… httpstcodwt0vh6e4x,0.5,0.5,Positive
267,azaadi from masks when this happening covid19 covidvaccine httpstcomtioeynrds,0.0,0.0,Neutral
268,first was end year then was dec now its oxford coronavirus vaccine update phase iii trials to… httpstco0cpdmcpnqq,0.25,0.25,Positive
269,russia produces first batch covidvaccine given doctors httpstco9odflnyjn2 coronavirusvaccine coronavirus,0.25,0.25,Positive
270,jnjnews harvardmed nature nytimes china’s already entering phase they started january the niece httpstcoqqexbym07d,0.0,0.0,Neutral
271,anyone have any idea what will the name the first covid vaccine approved russia using three type lopin… httpstcorf1ziae957,0.25,0.25,Positive
272,covidvaccine russia coronavirus the satya show absolutesatya httpstcoz6dtj7lyjc,0.0,0.0,Neutral
273,jayfeely potus told had scheduled meetings for covid19 the economy amp covidvaccine couldnt thro… httpstcojbwcrnqblj,0.0,0.0,Neutral
274,sbicardconnect have raised complaints which have not yet been addressed your side kindly address these by… httpstco8ohlbaalyj,0.6,0.6,Positive
275,cant wait for antivacciners reaction the covidvaccine this would the real test determination al… httpstcoy2fvnggg5k,0.2,0.2,Positive
276,vaccines are safe but huge numbers people around the world say they wouldn’t take covid jab cnn cv19… httpstcoexmqyy5qvz,0.45000000000000007,0.45000000000000007,Positive
277,minute silence for those who were thinking that modi will launch covid covidvaccine 15august 15ago… httpstco8g3dmszi4y,0.0,0.0,Neutral
278,covidvaccine the vaccine race who gets firstdilip bobb’s india legal cover srory httpstcoqdmkwgroh6,0.2,0.2,Positive
279,some intresting graphics covid19 coronavirus covid covidvaccine coronavirusinindia httpstcojax6rzj5ps,0.0,0.0,Neutral
280,covid19 covidvaccine prevention trump thermal screening for covid19 the clue reopening layer sa… httpstcokwmcakqbwu,0.0,0.0,Neutral
281,covidvaccine coronavaccine covaxin bharat biotechs covid19 vaccine found safe early trial httpstcoxrq4au4ruf,0.3,0.3,Positive
282,other countries race find covidvaccine russian president vladimir putin announced the first approved vac… httpstcopluk34jdnd,0.041666666666666664,0.041666666666666664,Positive
283,more covid19 cases india death toll nears 50000mark poll strategies management digital bharat httpstco1xraistmfb,0.25,0.25,Positive
284,any update for coronavirus medicine indian burjkhalifa endeducationalockdown russianvaccine… httpstcohpulvvqt7z,0.0,0.0,Neutral
285,very informative video about covidvaccine more than volunteers have registered them for human challenge tr… httpstcojtwher4jxq,0.2333333333333333,0.2333333333333333,Positive
286,powerful video for civil engineers construction civilengineeringstudent constructionsite civilengineer… httpstcou4qtdqd8lz,0.3,0.3,Positive
287,your mind will always believe everything you tell itfeed faithfeed truthfeed with lovegettodoor1… httpstcodwjazajnxr,0.0,0.0,Neutral
288,australia has agreement place i’m pleased the govt moving towards that how are best placed around the httpstcobdrwegegev,0.75,0.75,Positive
289,covidvaccine reconstruction mass hysteria the swine flu panic httpstco3hltoykqxd via derspiegel,0.0,0.0,Neutral
290,everyone must careful for his her health india indiafightscorona corona coronawarriors healthcare… httpstcoklg9fmvfwd,-0.1,-0.1,Negative
291,people about covid19 ugh can’t wait for over but it’s still gonna there even when is… httpstcogisduzt92h,0.0,0.0,Neutral
292,just some cue connections with fauci billgates hivaids covidvaccine crimesagainsthumanity httpstcoyxugg5o53y,0.0,0.0,Neutral
293,share watch wowproject engineer who made bill gate microchip speaks the truth amp white doctor compliment… httpstcojsk5jkrnko,0.0,0.0,Neutral
294,mucho respect going out officialalw for taking part covidvaccine trials oxfordvaccine one those… httpstcoqbvljynmtc,0.0,0.0,Neutral
295,chinese regulator says vaccines must have efficacy give months’ immunity products that meet the efficacy st… httpstcozvldhil6uv,0.0,0.0,Neutral
296,doctor behind pulse polio bats for covid19 vaccination policy covidvaccine coronavaccine covid19india… httpstcojg6uaxknvw,-0.4,-0.4,Negative
297,coronavirus plandemic billgates can depopulate the world drfauci helping him gardasil autism… httpstcotgorne78mo,0.0,0.0,Neutral
298,antibody therapies could bridge coronavirus vaccine but will the world benefit… httpstcoilnewcsfes,0.0,0.0,Neutral
299,there very old virus called hunger every year this virus kills million kids its cure easy thats httpstcoipxgilqayy,0.2816666666666667,0.2816666666666667,Positive
300,been quiet for few days working writeup about moderna moderna amp its prospects amp whether its wise… httpstcoyr9ypze8tc,-0.1,-0.1,Negative
301,have the best research labs ucirvine covid19 sarscov2 covidvaccine drug update httpstcoxelofnm8vh,1.0,1.0,Positive
302,lot people will really eager get it” she said lot will hesitant not only because misinformat… httpstcoomy4t8pnbs,0.1,0.1,Positive
303,peter hotez professor baylor college medicine explains the findings new poll which shows that httpstcouhefgnskum,0.13636363636363635,0.13636363636363635,Positive
304,when developing covidvaccine there anyway add permanent mosquito repellent there,-0.9,-0.9,Negative
305,jbouie kevinmkruse xllnt question that should asked every press conference every leader until there’… httpstcowoircbunhe,0.0,0.0,Neutral
306,local pharmaceutical company had expressed interest reproduce covidvaccine that other countries may develop… httpstcoudodoplvd6,-0.0625,-0.0625,Negative
307,when will have vaccine whats happening worldwide covidvaccine covidー19 httpstcod8pitrl8vx,0.0,0.0,Neutral
308,who had this their bingo card vaccines covid19 covidvaccine httpstcozsyvql18el,0.0,0.0,Neutral
309,local pharmaceutical company had expressed interest reproduce covidvaccine that other countries may develo… httpstcofnhmaoeulm,-0.0625,-0.0625,Negative
310,covidvaccine now available from aliexpres like all the crap from china wont arrive until you forgot you bought… httpstcoyqljnxl4fh,-0.2,-0.2,Negative
311,cnn have underlying health issues would want see enough studies longterm period what the rami… httpstcoe5dy4fgo62,0.0,0.0,Neutral
312,imagine end speaking russian covidvaccine russianvaccine covid19 httpstcojbyisr5yb0,0.0,0.0,Neutral
313,how long will take after the first vaccine released for billgates and tonyfauci claims that covid19 has… httpstcoit2m2ebfd0,0.1,0.1,Positive
314,after take the russian covidvaccine httpstcoaoniy6wzip httpstcorf3gprn0iw,0.0,0.0,Neutral
315,these are the top coronavirusvaccines watch are tracking experimental vaccines aimed ending the pande… httpstcon4c6dwhya9,0.3,0.3,Positive
316,some scientists said they fear moscow may putting national prestige before safety russia covidvaccine… httpstcoklyt5g1gje,0.0,0.0,Neutral
317,biovoting next remember this tweet biotech your iwatch covidtesting covidvaccine why the the… httpstcozfklnah8xg,0.0,0.0,Neutral
318,some good news this thread covid19 coronavirusoutbreak covidvaccine httpstcoxueolu19i5,0.7,0.7,Positive
319,prime minister narendra modi while addressing the nation the 74th independence day said that three vaccines for… httpstcotwlczvjiis,0.0,0.0,Neutral
320,modi updates covid vaccine testing awaiting nod produce amp distribute covidvaccine covid19 httpstcosuliib9i45,0.0,0.0,Neutral
321,webnews21 exabff exablink exaamry covidvaccine covid coronavirusupdates covidfreeworld bitcoin usa… httpstcowbrjkw9gov,0.0,0.0,Neutral
322,eugameover blochairn joannew68022274 saintdave1877 scotgov httpstco4z6otj68wa its can take… httpstcori2k2h21oz,0.0,0.0,Neutral
323,did this sorry putin covidvaccine httpstcowhuinsfwx6,-0.5,-0.5,Negative
324,every crisis demands self discipline patience early adaption and adjustment the changing situation… httpstcorsnt0byr9q,0.1,0.1,Positive
325,mother passed away not covid patien but this protocol was applied herwe just received her ashesdeshumaniz… httpstcofpsy42nnzt,0.0,0.0,Neutral
